provincia;municipio;estacion;magnitud;punto_muestreo;ano;mes;dia;h01;v01;h02;v02;h03;v03;h04;v04;h05;v05;h06;v06;h07;v07;h08;v08;h09;v09;h10;v10;h11;v11;h12;v12;h13;v13;h14;v14;h15;v15;h16;v16;h17;v17;h18;v18;h19;v19;h20;v20;h21;v21;h22;v22;h23;v23;h24;v24
28;45;2;8;28045002_8_8;2024;9;30;15;T;10;T;10;T;13;T;36;T;78;T;92;T;40;T;38;T;23;T;13;T;18;T;15;T;12;T;15;T;22;T;;N;;N;;N;;N;;N;;N;;N;;N
28;45;2;10;28045002_10_49;2024;9;30;11;T;10;T;10;T;9;T;8;T;10;T;15;T;19;T;22;T;25;T;21;T;17;T;16;T;13;T;11;T;10;T;;N;;N;;N;;N;;N;;N;;N;;N
28;45;2;12;28045002_12_8;2024;9;30;17;T;12;T;12;T;15;T;48;T;113;T;162;T;53;T;59;T;32;T;17;T;25;T;22;T;16;T;21;T;26;T;;N;;N;;N;;N;;N;;N;;N;;N
28;45;2;14;28045002_14_6;2024;9;30;84;T;82;T;86;T;83;T;65;T;34;T;23;T;54;T;66;T;90;T;105;T;108;T;116;T;121;T;126;T;126;T;;N;;N;;N;;N;;N;;N;;N;;N
28;47;2;1;28047002_1_38;2024;9;30;2;T;3;T;2;T;2;T;2;T;3;T;3;T;3;T;3;T;2;T;2;T;2;T;2;T;3;T;3;T;3;T;;N;;N;;N;;N;;N;;N;;N;;N
28;47;2;7;28047002_7_8;2024;9;30;1;T;1;T;1;T;3;T;5;T;71;T;128;T;74;T;31;T;2;T;4;T;1;T;1;T;1;T;1;T;1;T;;N;;N;;N;;N;;N;;N;;N;;N
28;47;2;8;28047002_8_8;2024;9;30;43;T;21;T;18;T;39;T;52;T;79;T;82;T;76;T;62;T;19;T;14;T;7;T;7;T;7;T;8;T;7;T;;N;;N;;N;;N;;N;;N;;N;;N
28;47;2;9;28047002_9_49;2024;9;30;1;T;1;T;1;T;4;T;10;T;10;T;12;T;12;T;1;T;1;T;1;T;5;T;17;T;41;T;60;T;68;T;;N;;N;;N;;N;;N;;N;;N;;N
28;47;2;12;28047002_12_8;2024;9;30;45;T;23;T;20;T;44;T;59;T;188;T;277;T;189;T;109;T;22;T;19;T;10;T;10;T;10;T;10;T;9;T;;N;;N;;N;;N;;N;;N;;N;;N
28;47;2;14;28047002_14_6;2024;9;30;15;T;40;T;40;T;19;T;16;T;2;T;1;T;7;T;28;T;85;T;92;T;104;T;110;T;116;T;119;T;120;T;;N;;N;;N;;N;;N;;N;;N;;N
28;47;2;20;28047002_20_59;2024;9;30;1,8;T;1,6;T;1,6;T;1,9;T;3,3;T;3;T;5,2;T;5,8;T;6,2;T;3,9;T;1,8;T;1;T;1,2;T;0,9;T;0,9;T;1,6;T;;N;;N;;N;;N;;N;;N;;N;;N
28;47;2;30;28047002_30_59;2024;9;30;0,3;T;0,3;T;0,2;T;0,1;T;0,5;T;0,5;T;0,9;T;1;T;0,9;T;0,4;T;0,2;T;0,2;T;0,2;T;0,2;T;0,1;T;0,2;T;;N;;N;;N;;N;;N;;N;;N;;N
28;47;2;42;28047002_42_2;2024;9;30;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;47;2;44;28047002_44_2;2024;9;30;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;47;2;431;28047002_431_59;2024;9;30;0,3;T;0,2;T;0,2;T;0,3;T;0,6;T;0,5;T;1,1;T;1,2;T;1;T;0,5;T;0,2;T;0,1;T;0,4;T;0,2;T;0,3;T;0,2;T;;N;;N;;N;;N;;N;;N;;N;;N
28;49;3;7;28049003_7_8;2024;9;30;1;T;2;T;1;T;1;T;4;T;25;T;38;T;45;T;24;T;19;T;6;T;5;T;4;T;3;T;1;T;2;T;;N;;N;;N;;N;;N;;N;;N;;N
28;49;3;8;28049003_8_8;2024;9;30;28;T;30;T;19;T;19;T;30;T;37;T;41;T;40;T;39;T;36;T;23;T;21;T;18;T;15;T;10;T;14;T;;N;;N;;N;;N;;N;;N;;N;;N
28;49;3;9;28049003_9_49;2024;9;30;13;T;13;T;13;T;7;T;9;T;7;T;11;T;16;T;13;T;12;T;6;T;3;T;8;T;6;T;5;T;3;T;;N;;N;;N;;N;;N;;N;;N;;N
28;49;3;10;28049003_10_49;2024;9;30;28;T;22;T;23;T;20;T;17;T;17;T;18;T;34;T;44;T;41;T;44;T;34;T;24;T;24;T;26;T;19;T;;N;;N;;N;;N;;N;;N;;N;;N
28;49;3;12;28049003_12_8;2024;9;30;30;T;33;T;21;T;21;T;36;T;76;T;98;T;108;T;76;T;66;T;32;T;28;T;24;T;20;T;12;T;17;T;;N;;N;;N;;N;;N;;N;;N;;N
28;49;3;14;28049003_14_6;2024;9;30;20;T;11;T;23;T;24;T;8;T;1;T;2;T;4;T;20;T;28;T;63;T;80;T;91;T;103;T;114;T;108;T;;N;;N;;N;;N;;N;;N;;N;;N
28;5;2;1;28005002_1_38;2024;9;30;4;T;5;T;6;T;6;T;6;T;7;T;5;T;7;T;8;T;8;T;7;T;4;T;4;T;4;T;3;T;3;T;;N;;N;;N;;N;;N;;N;;N;;N
28;5;2;6;28005002_6_48;2024;9;30;0,4;T;0,4;T;0,4;T;0,4;T;0,4;T;0,5;T;0,5;T;0,5;T;0,5;T;0,4;T;0,4;T;0,4;T;0,4;T;0,4;T;0,4;T;0,4;T;;N;;N;;N;;N;;N;;N;;N;;N
28;5;2;7;28005002_7_8;2024;9;30;2;T;1;T;2;T;2;T;3;T;7;T;20;T;19;T;19;T;14;T;8;T;4;T;4;T;3;T;2;T;2;T;;N;;N;;N;;N;;N;;N;;N;;N
28;5;2;8;28005002_8_8;2024;9;30;31;T;22;T;25;T;22;T;32;T;43;T;55;T;45;T;39;T;35;T;29;T;18;T;20;T;17;T;14;T;17;T;;N;;N;;N;;N;;N;;N;;N;;N
28;5;2;9;28005002_9_49;2024;9;30;12;T;5;T;6;T;9;T;10;T;9;T;10;T;14;T;15;T;14;T;16;T;16;T;12;T;10;T;7;T;6;T;;N;;N;;N;;N;;N;;N;;N;;N
28;5;2;10;28005002_10_49;2024;9;30;21;T;18;T;12;T;14;T;15;T;17;T;22;T;21;T;24;T;26;T;34;T;19;T;12;T;14;T;13;T;10;T;;N;;N;;N;;N;;N;;N;;N;;N
28;5;2;12;28005002_12_8;2024;9;30;34;T;24;T;28;T;25;T;36;T;55;T;86;T;75;T;68;T;57;T;41;T;24;T;25;T;21;T;17;T;20;T;;N;;N;;N;;N;;N;;N;;N;;N
28;5;2;14;28005002_14_6;2024;9;30;30;T;34;T;28;T;32;T;26;T;14;T;8;T;18;T;27;T;41;T;65;T;94;T;103;T;110;T;114;T;115;T;;N;;N;;N;;N;;N;;N;;N;;N
28;58;4;7;28058004_7_8;2024;9;30;2;T;21;T;42;T;38;T;26;T;44;T;50;T;74;T;46;T;23;T;15;T;5;T;2;T;2;T;1;T;2;T;;N;;N;;N;;N;;N;;N;;N;;N
28;58;4;8;28058004_8_8;2024;9;30;59;T;87;T;93;T;84;T;74;T;72;T;73;T;73;T;67;T;60;T;48;T;26;T;12;T;11;T;9;T;10;T;;N;;N;;N;;N;;N;;N;;N;;N
28;58;4;10;28058004_10_49;2024;9;30;12;T;11;T;16;T;21;T;24;T;24;T;24;T;26;T;30;T;32;T;31;T;29;T;24;T;19;T;16;T;14;T;;N;;N;;N;;N;;N;;N;;N;;N
28;58;4;12;28058004_12_8;2024;9;30;62;T;119;T;156;T;142;T;114;T;140;T;150;T;186;T;138;T;95;T;71;T;34;T;15;T;14;T;11;T;12;T;;N;;N;;N;;N;;N;;N;;N;;N
28;58;4;14;28058004_14_6;2024;9;30;31;T;5;T;1;T;1;T;2;T;1;T;2;T;8;T;23;T;48;T;60;T;86;T;107;T;119;T;126;T;128;T;;N;;N;;N;;N;;N;;N;;N;;N
28;58;4;20;28058004_20_59;2024;9;30;9,5;T;9,5;T;12,2;T;11,5;T;12;T;10;T;9,2;T;9,4;T;9,6;T;8,3;T;6,5;T;5,5;T;2,7;T;1,8;T;1,8;T;2,3;T;;N;;N;;N;;N;;N;;N;;N;;N
28;58;4;30;28058004_30_59;2024;9;30;1;T;1,3;T;1,8;T;1,7;T;1,7;T;1,3;T;1,3;T;1,4;T;1,3;T;1,2;T;0,8;T;0,4;T;0,3;T;0,2;T;0,2;T;0,2;T;;N;;N;;N;;N;;N;;N;;N;;N
28;58;4;42;28058004_42_2;2024;9;30;1,8;T;2,7;T;3,9;T;2,8;T;2,1;T;1,8;T;1,7;T;1,8;T;1,8;T;1,9;T;1,7;T;1,6;T;1,7;T;1,6;T;1,5;T;1,5;T;;N;;N;;N;;N;;N;;N;;N;;N
28;58;4;44;28058004_44_2;2024;9;30;0,3;T;0,4;T;0,5;T;0,4;T;0,3;T;0,3;T;0,3;T;0,3;T;0,3;T;0,3;T;0,2;T;0,2;T;0,2;T;0,1;T;0,1;T;0,1;T;;N;;N;;N;;N;;N;;N;;N;;N
28;58;4;431;28058004_431_59;2024;9;30;2;T;2,4;T;3,6;T;3,5;T;3,3;T;2,1;T;1,8;T;2;T;2,3;T;1,8;T;1,3;T;0,8;T;0,4;T;0,2;T;0,3;T;0,4;T;;N;;N;;N;;N;;N;;N;;N;;N
28;6;4;7;28006004_7_8;2024;9;30;2;T;1;T;1;T;2;T;6;T;38;T;67;T;35;T;;N;;N;4;T;3;T;4;T;3;T;3;T;3;T;;N;;N;;N;;N;;N;;N;;N;;N
28;6;4;8;28006004_8_8;2024;9;30;51;T;36;T;34;T;37;T;46;T;57;T;65;T;57;T;;N;;N;19;T;15;T;24;T;21;T;27;T;29;T;;N;;N;;N;;N;;N;;N;;N;;N
28;6;4;10;28006004_10_49;2024;9;30;25;T;26;T;23;T;22;T;21;T;24;T;33;T;36;T;24;T;20;T;40;T;35;T;18;T;15;T;14;T;17;T;;N;;N;;N;;N;;N;;N;;N;;N
28;6;4;12;28006004_12_8;2024;9;30;55;T;38;T;36;T;41;T;55;T;115;T;167;T;111;T;;N;;N;25;T;19;T;30;T;25;T;32;T;33;T;;N;;N;;N;;N;;N;;N;;N;;N
28;6;4;14;28006004_14_6;2024;9;30;19;T;27;T;23;T;19;T;9;T;4;T;5;T;16;T;;N;64;T;;N;91;T;93;T;105;T;99;T;100;T;;N;;N;;N;;N;;N;;N;;N;;N
28;6;4;20;28006004_20_59;2024;9;30;15;T;10;T;11,6;T;16,8;T;11,6;T;12,1;T;9,7;T;9,9;T;10,7;T;6,4;T;10,2;T;6,2;T;2,5;T;2,9;T;1,7;T;2;T;;N;;N;;N;;N;;N;;N;;N;;N
28;6;4;30;28006004_30_59;2024;9;30;1;T;0,5;T;0,6;T;0,6;T;0,6;T;0,6;T;2,6;T;1,4;T;0,5;T;0,6;T;4,5;T;0,5;T;0,3;T;0,4;T;0,1;T;0,3;T;;N;;N;;N;;N;;N;;N;;N;;N
28;6;4;42;28006004_42_2;2024;9;30;1,5;T;1,5;T;1,6;T;1,5;T;1,5;T;1,6;T;1,7;T;1,5;T;1,5;T;1,5;T;1,9;T;;N;;N;1,4;T;1,5;T;1,5;T;;N;;N;;N;;N;;N;;N;;N;;N
28;6;4;44;28006004_44_2;2024;9;30;0,2;T;0,2;T;0,2;T;0,2;T;0,2;T;0,2;T;0,2;T;0,2;T;0,1;T;0,2;T;0,7;T;;N;;N;0,1;T;0,2;T;0,1;T;;N;;N;;N;;N;;N;;N;;N;;N
28;6;4;431;28006004_431_59;2024;9;30;6,5;T;3,9;T;3,1;T;4,3;T;4,4;T;3,8;T;7,8;T;8,5;T;1,7;T;1,4;T;9,5;T;6,9;T;9,6;T;8,7;T;8,4;T;6;T;;N;;N;;N;;N;;N;;N;;N;;N
28;65;14;7;28065014_7_8;2024;9;30;59;T;53;T;51;T;28;T;25;T;60;T;103;T;118;T;49;T;31;T;15;T;7;T;4;T;3;T;3;T;2;T;;N;;N;;N;;N;;N;;N;;N;;N
28;65;14;8;28065014_8_8;2024;9;30;88;T;81;T;75;T;68;T;64;T;66;T;73;T;86;T;76;T;64;T;47;T;29;T;22;T;18;T;16;T;16;T;;N;;N;;N;;N;;N;;N;;N;;N
28;65;14;9;28065014_9_49;2024;9;30;18;T;14;T;15;T;14;T;13;T;7;T;8;T;8;T;10;T;12;T;12;T;9;T;5;T;6;T;5;T;5;T;;N;;N;;N;;N;;N;;N;;N;;N
28;65;14;10;28065014_10_49;2024;9;30;32;T;32;T;32;T;31;T;26;T;23;T;27;T;36;T;41;T;45;T;51;T;57;T;57;T;44;T;29;T;18;T;;N;;N;;N;;N;;N;;N;;N;;N
28;65;14;12;28065014_12_8;2024;9;30;178;T;162;T;153;T;110;T;102;T;157;T;231;T;266;T;151;T;110;T;71;T;39;T;29;T;23;T;20;T;19;T;;N;;N;;N;;N;;N;;N;;N;;N
28;65;14;14;28065014_14_6;2024;9;30;2;T;2;T;2;T;2;T;2;T;2;T;2;T;3;T;17;T;30;T;50;T;78;T;90;T;103;T;110;T;114;T;;N;;N;;N;;N;;N;;N;;N;;N
28;67;1;7;28067001_7_8;2024;9;30;1;T;1;T;1;T;1;T;1;T;2;T;12;T;22;T;8;T;2;T;1;T;1;T;1;T;1;T;1;T;1;T;;N;;N;;N;;N;;N;;N;;N;;N
28;67;1;8;28067001_8_8;2024;9;30;8;T;7;T;7;T;6;T;9;T;16;T;26;T;29;T;21;T;7;T;5;T;5;T;5;T;4;T;3;T;6;T;;N;;N;;N;;N;;N;;N;;N;;N
28;67;1;10;28067001_10_49;2024;9;30;16;T;17;T;9;T;6;T;16;T;18;T;18;T;18;T;20;T;17;T;10;T;6;T;5;T;6;T;8;T;9;T;;N;;N;;N;;N;;N;;N;;N;;N
28;67;1;12;28067001_12_8;2024;9;30;10;T;9;T;9;T;8;T;11;T;19;T;44;T;63;T;34;T;11;T;7;T;8;T;7;T;6;T;6;T;8;T;;N;;N;;N;;N;;N;;N;;N;;N
28;67;1;14;28067001_14_6;2024;9;30;36;T;34;T;35;T;31;T;29;T;20;T;12;T;19;T;45;T;91;T;100;T;106;T;116;T;120;T;121;T;125;T;;N;;N;;N;;N;;N;;N;;N;;N
28;7;4;7;28007004_7_8;2024;9;30;2;T;4;T;4;T;3;T;2;T;3;T;13;T;23;T;;N;;N;12;T;10;T;4;T;2;T;2;T;1;T;;N;;N;;N;;N;;N;;N;;N;;N
28;7;4;8;28007004_8_8;2024;9;30;42;T;83;T;85;T;52;T;36;T;46;T;62;T;61;T;;N;;N;40;T;38;T;21;T;10;T;9;T;8;T;;N;;N;;N;;N;;N;;N;;N;;N
28;7;4;9;28007004_9_49;2024;9;30;11;T;10;T;13;T;15;T;16;T;15;T;13;T;16;T;;N;23;T;15;T;13;T;12;T;15;T;11;T;7;T;;N;;N;;N;;N;;N;;N;;N;;N
28;7;4;12;28007004_12_8;2024;9;30;44;T;89;T;91;T;56;T;39;T;50;T;81;T;96;T;;N;;N;58;T;53;T;27;T;13;T;12;T;11;T;;N;;N;;N;;N;;N;;N;;N;;N
28;7;4;14;28007004_14_6;2024;9;30;49;T;16;T;9;T;29;T;40;T;31;T;19;T;25;T;;N;;N;72;T;85;T;102;T;119;T;127;T;130;T;;N;;N;;N;;N;;N;;N;;N;;N
28;74;7;7;28074007_7_8;2024;9;30;6;T;13;T;18;T;18;T;28;T;33;T;97;T;51;T;40;T;26;T;24;T;10;T;9;T;3;T;3;T;3;T;;N;;N;;N;;N;;N;;N;;N;;N
28;74;7;8;28074007_8_8;2024;9;30;80;T;83;T;77;T;73;T;66;T;66;T;71;T;68;T;64;T;59;T;62;T;40;T;34;T;16;T;13;T;16;T;;N;;N;;N;;N;;N;;N;;N;;N
28;74;7;9;28074007_9_49;2024;9;30;12;T;12;T;12;T;12;T;11;T;13;T;14;T;16;T;16;T;13;T;12;T;11;T;8;T;5;T;4;T;6;T;;N;;N;;N;;N;;N;;N;;N;;N
28;74;7;10;28074007_10_49;2024;9;30;24;T;23;T;21;T;21;T;22;T;27;T;36;T;43;T;41;T;36;T;31;T;29;T;26;T;23;T;20;T;17;T;;N;;N;;N;;N;;N;;N;;N;;N
28;74;7;12;28074007_12_8;2024;9;30;89;T;103;T;105;T;100;T;109;T;116;T;219;T;146;T;124;T;99;T;98;T;55;T;47;T;21;T;17;T;20;T;;N;;N;;N;;N;;N;;N;;N;;N
28;74;7;14;28074007_14_6;2024;9;30;5;T;1;T;1;T;1;T;2;T;1;T;2;T;9;T;21;T;38;T;50;T;75;T;87;T;113;T;123;T;125;T;;N;;N;;N;;N;;N;;N;;N;;N
28;80;3;7;28080003_7_8;2024;9;30;2;T;1;T;1;T;1;T;1;T;2;T;6;T;8;T;7;T;7;T;6;T;3;T;4;T;2;T;1;T;1;T;;N;;N;;N;;N;;N;;N;;N;;N
28;80;3;8;28080003_8_8;2024;9;30;38;T;26;T;11;T;9;T;10;T;27;T;37;T;31;T;25;T;24;T;18;T;17;T;17;T;9;T;4;T;2;T;;N;;N;;N;;N;;N;;N;;N;;N
28;80;3;10;28080003_10_49;2024;9;30;42;T;41;T;33;T;23;T;16;T;11;T;11;T;12;T;12;T;12;T;10;T;9;T;7;T;8;T;7;T;6;T;;N;;N;;N;;N;;N;;N;;N;;N
28;80;3;12;28080003_12_8;2024;9;30;41;T;28;T;13;T;11;T;12;T;30;T;46;T;43;T;35;T;35;T;27;T;22;T;23;T;12;T;6;T;4;T;;N;;N;;N;;N;;N;;N;;N;;N
28;80;3;14;28080003_14_6;2024;9;30;47;T;55;T;67;T;71;T;69;T;53;T;47;T;55;T;61;T;70;T;88;T;96;T;101;T;113;T;117;T;121;T;;N;;N;;N;;N;;N;;N;;N;;N
28;9;1;7;28009001_7_8;2024;9;30;1;T;1;T;1;T;1;T;1;T;2;T;2;T;10;T;8;T;4;T;3;T;2;T;1;T;3;T;4;T;3;T;;N;;N;;N;;N;;N;;N;;N;;N
28;9;1;8;28009001_8_8;2024;9;30;11;T;9;T;9;T;8;T;10;T;14;T;20;T;32;T;24;T;16;T;13;T;11;T;10;T;22;T;27;T;28;T;;N;;N;;N;;N;;N;;N;;N;;N
28;9;1;9;28009001_9_49;2024;9;30;3;T;7;T;8;T;9;T;7;T;7;T;6;T;6;T;7;T;9;T;8;T;7;T;5;T;3;T;2;T;3;T;;N;;N;;N;;N;;N;;N;;N;;N
28;9;1;12;28009001_12_8;2024;9;30;13;T;11;T;11;T;10;T;12;T;17;T;23;T;48;T;37;T;23;T;17;T;14;T;12;T;27;T;33;T;33;T;;N;;N;;N;;N;;N;;N;;N;;N
28;9;1;14;28009001_14_6;2024;9;30;64;T;66;T;60;T;60;T;51;T;51;T;44;T;31;T;42;T;60;T;82;T;96;T;110;T;99;T;95;T;97;T;;N;;N;;N;;N;;N;;N;;N;;N
28;92;5;1;28092005_1_38;2024;9;30;3;T;3;T;3;T;2;T;2;T;2;T;2;T;2;T;2;T;3;T;2;T;2;T;2;T;2;T;2;T;2;T;;N;;N;;N;;N;;N;;N;;N;;N
28;92;5;6;28092005_6_48;2024;9;30;1;T;0,9;T;0,9;T;0,8;T;0,9;T;0,8;T;0,8;T;0,8;T;0,7;T;0,7;T;0,7;T;0,6;T;0,6;T;0,6;T;0,6;T;0,5;T;;N;;N;;N;;N;;N;;N;;N;;N
28;92;5;7;28092005_7_8;2024;9;30;23;T;10;T;21;T;7;T;24;T;4;T;9;T;19;T;14;T;11;T;10;T;5;T;1;T;1;T;1;T;1;T;;N;;N;;N;;N;;N;;N;;N;;N
28;92;5;8;28092005_8_8;2024;9;30;90;T;86;T;92;T;80;T;75;T;65;T;70;T;62;T;54;T;42;T;43;T;27;T;10;T;6;T;4;T;3;T;;N;;N;;N;;N;;N;;N;;N;;N
28;92;5;10;28092005_10_49;2024;9;30;24;T;23;T;24;T;22;T;22;T;21;T;19;T;22;T;23;T;21;T;19;T;18;T;13;T;12;T;6;T;2;T;;N;;N;;N;;N;;N;;N;;N;;N
28;92;5;12;28092005_12_8;2024;9;30;125;T;100;T;125;T;91;T;111;T;72;T;84;T;91;T;75;T;58;T;58;T;35;T;13;T;8;T;6;T;5;T;;N;;N;;N;;N;;N;;N;;N;;N
28;92;5;14;28092005_14_6;2024;9;30;2;T;3;T;1;T;3;T;2;T;7;T;8;T;19;T;34;T;54;T;66;T;89;T;110;T;121;T;127;T;130;T;;N;;N;;N;;N;;N;;N;;N;;N
